,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE
307,VELACHERY,1987,3,2,5,No,10020,Others,NoSeWa,Gravel,RH,11156320
308,KARAPAKKAM,1567,2,2,4,No,11001,Others,AllPub,Gravel,C,7725875
309,KARAPAKKAM,1188,1,1,3,No,16686,Commercial,AllPub,No Access,RM,9819500
310,ADYAR,737,1,1,2,No,16295,House,NoSeWa,No Access,A,3869180
311,KARAPAKKAM,785,1,1,2,Yes,9198,Others,NoSeWa,Paved,C,5852625
312,KK NAGAR,2078,3,2,5,No,11777,House,NoSeWa,Paved,RH,9696820
313,ADYAR,647,1,1,2,Yes,9203,Commercial,AllPub,No Access,RH,9574550
314,KARAPAKKAM,1171,1,1,3,Yes,10530,Others,AllPub,No Access,A,6102625
315,KK NAGAR,2435,4,2,6,Yes,11518,Commercial,NoSeWa,Gravel,RM,20246360
316,VELACHERY,1805,3,2,5,Yes,11709,Commercial,AllPub,Paved,RL,16930470
317,KARAPAKKAM,1145,1,1,3,No,10931,House,AllPub,Gravel,A,5510250
318,KARAPAKKAM,971,1,1,3,No,14197,House,AllPub,Paved,RL,6530500
319,KARAPAKKAM,1657,2,2,4,Yes,18970,Others,NoSeWa,Gravel,RL,10147125
320,VELACHERY,1638,2,1,4,Yes,7307,House,NoSeWa,No Access,RH,9705900
321,ADYAR,1284,2,2,4,Yes,6456,Commercial,ELO,Paved,RL,16107475
322,ADYAR,1273,2,2,4,No,6347,Others,ELO,No Access,A,7451690
323,CHROMPET,1185,1,1,3,Yes,10601,House,ELO,Gravel,RL,10163000
324,T NAGAR,1538,1,1,4,Yes,6730,Commercial,NoSeWa,Gravel,RL,19376950
325,KK NAGAR,1929,3,2,5,No,15994,Others,AllPub,Paved,RH,10173980
326,KK NAGAR,1656,2,1,4,Yes,9747,House,NoSeWa,Paved,RM,10910100
327,ADYAR,1287,2,2,4,Yes,10075,Commercial,NoSeWa,Gravel,I,15013625
328,T NAGAR,1749,1,1,4,No,15924,Others,NoSeWa,No Access,RH,11713410
329,ANNA NAGAR,1585,1,1,4,No,9795,Commercial,AllPub,No Access,RL,17382790
330,T NAGAR,1962,2,1,5,Yes,16423,Others,NoSeWa,Paved,RM,15862990
331,KK NAGAR,1425,2,1,4,No,9963,House,NoSeWa,Paved,RL,8677280
332,KARAPAKKAM,884,1,1,2,Yes,13963,Commercial,NoSeWa,Paved,I,8282500
333,CHROMPET,1052,1,1,3,No,6666,Others,NoSeWa,No Access,RH,7926740
334,T NAGAR,1756,1,1,4,No,14158,House,NoSeWa,Gravel,RL,12093570
335,KARAPAKKAM,523,1,1,2,Yes,17882,House,AllPub,Gravel,RM,7390000
336,VELACHERY,1524,2,1,4,Yes,12558,Others,NoSeWa,Paved,RM,11053290
337,T NAGAR,1949,2,1,5,Yes,18992,Others,NoSeWa,No Access,RM,14464930
338,CHROMPET,1263,2,1,4,No,12643,Others,NoSeWa,Gravel,RL,10637010
339,KK NAGAR,1917,3,2,5,Yes,11379,House,AllPub,Paved,RL,11045960
340,KK NAGAR,1401,2,1,4,No,12198,House,NoSeWa,Paved,RH,7410200
341,CHROMPET,723,1,1,2,No,9004,Others,AllPub,Gravel,RM,8645860
342,T NAGAR,1660,1,1,4,No,18627,Commercial,NoSeWa,Paved,RH,17787740
343,CHROMPET,895,1,1,3,Yes,5730,House,ELO,Gravel,RH,8514750
344,ANNA NAGAR,1889,2,1,5,Yes,21315,House,ELO,Gravel,RM,13841050
345,CHROMPET,1199,1,1,3,No,13478,Others,NoSeWa,Paved,RH,9160580
346,KARAPAKKAM,782,1,1,2,Yes,9004,Commercial,AllPub,No Access,I,7794500
347,ANNA NAGAR,1571,1,1,4,Yes,12811,Others,NoSeWa,Paved,RL,12946530
348,KK NAGAR,1848,3,2,5,Yes,12918,Commercial,NoSeWa,Paved,RL,15883280
349,CHROMPET,1131,1,1,3,Yes,11913,Others,NoSeWa,No Access,RL,10089670
350,KARAPAKKAM,1062,1,1,3,Yes,11545,House,AllPub,No Access,A,5335750
351,KK NAGAR,1983,3,2,5,Yes,13351,House,AllPub,Paved,RM,12126880
352,VELACHERY,1572,2,1,4,No,12820,House,NoSeWa,Gravel,C,8165450
353,ANNA NAGAR,1535,1,1,4,No,17122,Others,ELO,Gravel,RH,11484740
354,T NAGAR,1818,2,1,5,Yes,17289,Commercial,NoSeWa,Gravel,RM,22024740
355,KK NAGAR,1484,2,1,4,Yes,14041,Others,NoSeWa,Gravel,RH,9771020
356,KK NAGAR,2189,3,2,5,No,10201,Others,NoSeWa,Gravel,RH,12071880
357,CHROMPET,1203,2,1,4,No,9035,Commercial,AllPub,No Access,RL,12925550
358,KK NAGAR,1610,2,1,4,Yes,13434,Commercial,AllPub,Gravel,RM,15387480
359,ADYAR,863,1,1,3,Yes,7161,House,NoSeWa,Paved,A,6637005
360,KARAPAKKAM,985,1,1,3,No,11442,Others,AllPub,Gravel,RL,7446875
361,KARAPAKKAM,1623,2,2,4,No,17712,Commercial,AllPub,Paved,RH,11658500
362,ADYAR,1019,1,1,3,No,14901,House,ELO,Gravel,C,6663435
363,KARAPAKKAM,1575,2,2,4,Yes,7840,House,NoSeWa,Paved,RM,9894250
364,CHROMPET,802,1,1,3,No,8722,Others,NoSeWa,No Access,RM,7968490
365,T NAGAR,1846,2,1,5,No,18126,Others,NoSeWa,No Access,RH,12403760
366,CHROMPET,759,1,1,2,No,9747,Others,AllPub,Paved,RL,8149280
367,KK NAGAR,2060,3,2,5,No,15230,Commercial,NoSeWa,Paved,RL,16012600
368,KK NAGAR,1503,2,1,4,Yes,10775,Others,NoSeWa,Gravel,RM,11121040
369,VELACHERY,1853,3,2,5,Yes,22423,House,NoSeWa,No Access,RL,9462230
370,T NAGAR,1739,1,1,4,Yes,17422,Commercial,NoSeWa,Paved,RL,20477590
371,KARAPAKKAM,766,1,1,2,Yes,22739,Commercial,NoSeWa,Paved,RM,8755500
372,CHROMPET,857,1,1,3,Yes,15032,Others,AllPub,No Access,RL,8471590
373,T NAGAR,1887,2,1,5,No,17490,House,ELO,Gravel,RM,13024030
374,KARAPAKKAM,1502,2,2,4,No,6584,House,NoSeWa,No Access,RM,8215250
375,VELACHERY,1568,2,1,4,No,15951,Others,NoSeWa,No Access,A,6361850
376,CHROMPET,918,1,1,3,No,13694,Commercial,NoSeWa,No Access,RM,10929300
377,ADYAR,1289,2,2,4,No,19596,Commercial,AllPub,Gravel,RH,14634500
378,KK NAGAR,1941,3,2,5,No,11717,Others,NoSeWa,Gravel,RM,12228420
379,VELACHERY,1730,2,1,4,Yes,14438,Others,NoSeWa,No Access,RL,10494410
380,VELACHERY,1513,2,1,4,Yes,16697,Commercial,ELO,Gravel,A,12350640
381,VELACHERY,1762,2,1,4,Yes,14731,House,NoSeWa,No Access,RH,9071080
382,ANNA NAGAR,1970,2,1,5,Yes,15742,House,AllPub,No Access,RH,12450910
383,VELACHERY,1702,2,1,4,No,20751,Commercial,NoSeWa,No Access,I,12225650
384,VELACHERY,1726,2,1,4,No,14360,House,NoSeWa,No Access,C,6804640
385,CHROMPET,1243,2,1,4,Yes,6591,Commercial,NoSeWa,Gravel,RL,15495150
386,VELACHERY,1550,2,1,4,Yes,11754,Commercial,ELO,Gravel,A,12456680
387,KK NAGAR,1830,3,2,5,Yes,9706,Commercial,AllPub,Gravel,RH,16312280
388,KARAPAKKAM,1435,2,2,4,Yes,16223,House,NoSeWa,Gravel,RM,9753250
389,VELACHERY,1729,2,1,4,Yes,6425,Others,ELO,Paved,RH,10629750
390,T NAGAR,1572,1,1,4,Yes,12272,Commercial,AllPub,Gravel,RM,20715860
391,CHROMPET,1145,1,1,3,Yes,10077,Commercial,NoSeWa,Gravel,RH,14297200
392,CHROMPET,1043,1,1,3,Yes,13829,Others,ELO,No Access,RH,8317410
393,KARAPAKKAM,1332,1,1,3,No,20874,Others,NoSeWa,Paved,RM,8261500
394,KARAPAKKAM,608,1,1,2,Yes,9449,Commercial,ELO,No Access,I,6206250
395,ADYAR,676,1,1,2,Yes,15499,Commercial,NoSeWa,No Access,I,8400465
396,VELACHERY,1685,2,1,4,Yes,17773,Others,NoSeWa,Gravel,RH,11104320
397,ADYAR,658,1,1,2,No,19708,Others,NoSeWa,Gravel,C,6083885
398,CHROMPET,1008,1,1,3,No,17333,Others,NoSeWa,Paved,RL,8836160
399,ANNA NAGAR,1924,2,1,5,No,15971,Others,ELO,No Access,RM,13620040
400,KK NAGAR,2112,3,2,5,No,9691,Commercial,NoSeWa,Gravel,RH,16756460
401,CHROMPET,917,1,1,3,Yes,18202,Commercial,NoSeWa,Gravel,RH,11889950
402,KARAPAKKAM,1353,2,2,4,Yes,7444,Others,ELO,No Access,RL,8573875
403,ANNA NAGAR,1694,1,1,4,Yes,11884,Others,AllPub,Paved,RL,14054970
404,ANNA NAGAR,1625,1,1,4,Yes,21320,Commercial,AllPub,No Access,RH,18316110
405,ANNA NAGAR,1882,2,1,5,Yes,5307,Others,AllPub,No Access,RL,14761860
406,T NAGAR,1924,2,1,5,Yes,11774,Commercial,AllPub,No Access,RM,22123260
407,CHROMPET,894,1,1,3,No,13846,Commercial,NoSeWa,No Access,RM,10882400
408,KARAPAKKAM,904,1,1,3,Yes,18542,Others,NoSeWa,No Access,RL,6863000
409,ADYAR,1279,2,2,4,No,16754,House,NoSeWa,Gravel,RH,9792910
410,VELACHERY,1547,2,1,4,No,21032,Others,ELO,Gravel,RM,10090590
411,KARAPAKKAM,626,1,1,2,No,13698,House,AllPub,Paved,RH,5072750
412,T NAGAR,1673,1,1,4,No,19099,Others,NoSeWa,No Access,RM,12156320
413,CHROMPET,1296,2,1,4,Yes,8599,Others,NoSeWa,Gravel,RH,10741020
414,KK NAGAR,2194,3,2,5,No,7272,Commercial,NoSeWa,Gravel,RH,16805520
415,KK NAGAR,1678,2,1,4,No,9788,Commercial,NoSeWa,Paved,RL,13586120
416,CHROMPET,702,1,1,2,Yes,10157,House,ELO,No Access,RM,8021300
417,ADYAR,1067,1,1,3,Yes,15189,House,ELO,No Access,RH,7960405
418,CHROMPET,980,1,1,3,Yes,13708,Commercial,NoSeWa,Paved,RH,11847350
419,KK NAGAR,1989,3,2,5,Yes,12274,House,NoSeWa,Paved,RM,11985600
420,CHROMPET,1257,2,1,4,No,15623,Commercial,NoSeWa,Paved,RL,13788450
421,CHROMPET,1069,1,1,3,Yes,10494,Others,AllPub,Gravel,RH,10080280
422,KARAPAKKAM,606,1,1,2,No,8775,Commercial,NoSeWa,No Access,RL,6564750
423,KARAPAKKAM,1449,2,2,4,Yes,17298,House,NoSeWa,Gravel,RL,8861500
424,KARAPAKKAM,1154,1,1,3,No,9071,House,NoSeWa,Paved,RM,7880000
425,ADYAR,927,1,1,3,No,16310,Commercial,NoSeWa,Gravel,RM,12682895
426,KARAPAKKAM,1613,2,2,4,Yes,15619,Others,ELO,Gravel,RL,10169625
427,VELACHERY,1851,3,2,5,Yes,25168,House,AllPub,Gravel,RM,11959100
428,VELACHERY,1511,2,1,4,No,22154,Commercial,NoSeWa,No Access,C,10391900
429,KK NAGAR,1765,2,1,4,No,14482,Others,NoSeWa,Paved,RH,9338880
430,KARAPAKKAM,1238,1,1,3,Yes,10323,Commercial,ELO,No Access,RM,11329750
431,CHROMPET,934,1,1,3,Yes,11251,House,ELO,Gravel,RH,8469050
432,CHROMPET,754,1,1,2,Yes,16454,House,NoSeWa,Paved,RL,7705800
433,T NAGAR,1736,1,1,4,Yes,7514,Others,AllPub,Paved,RL,14057180
434,CHROMPET,980,1,1,3,Yes,17739,House,NoSeWa,Gravel,RH,8621500
435,KARAPAKKAM,1299,1,1,3,No,20909,Commercial,NoSeWa,Paved,I,9338500
436,KARAPAKKAM,849,1,1,2,No,17783,Others,NoSeWa,Paved,RH,5668875
437,KK NAGAR,1450,2,1,4,Yes,12155,Others,AllPub,Paved,RH,10040420
438,T NAGAR,1634,1,1,4,Yes,14811,House,NoSeWa,Paved,RM,12730270
439,KARAPAKKAM,1320,1,1,3,Yes,6542,Commercial,NoSeWa,Paved,I,11071500
440,CHROMPET,769,1,1,2,Yes,6615,House,ELO,No Access,RH,7261650
441,KARAPAKKAM,1150,1,1,3,Yes,15611,House,NoSeWa,Gravel,I,6982000
442,CHROMPET,908,1,1,3,No,18882,Others,AllPub,Paved,RH,7546960
443,KARAPAKKAM,1668,2,2,4,Yes,6986,Commercial,ELO,Gravel,RH,13650500
444,KK NAGAR,1990,3,2,5,No,7259,House,NoSeWa,Gravel,RH,10652120
445,ANNA NAGAR,1857,2,1,5,No,16336,Others,NoSeWa,Gravel,RH,13378610
446,KK NAGAR,2061,3,2,5,Yes,10062,Commercial,NoSeWa,Gravel,RL,17265880
447,KK NAGAR,1668,2,1,4,No,9221,House,AllPub,Gravel,RL,10044620
448,KK NAGAR,1444,2,1,4,No,13869,House,AllPub,Gravel,RL,9153720
449,CHROMPET,1121,1,1,3,Yes,13529,Others,NoSeWa,Paved,RH,9089520
450,KK NAGAR,1514,2,1,4,Yes,13497,House,NoSeWa,Paved,RH,9075660
451,CHROMPET,1256,2,1,4,Yes,6586,House,AllPub,No Access,RL,9957800
452,KARAPAKKAM,672,1,1,2,Yes,11726,Others,NoSeWa,No Access,RH,5805250
453,ADYAR,908,1,1,3,Yes,18806,Commercial,AllPub,Gravel,RL,13087155
454,KARAPAKKAM,1631,2,2,4,Yes,11184,House,ELO,Paved,RL,9314000
455,ADYAR,1001,1,1,3,Yes,18284,Others,AllPub,Gravel,RL,10533755
456,VELACHERY,1618,2,1,4,No,23450,Commercial,AllPub,Paved,A,11462310
457,KK NAGAR,2340,4,2,6,Yes,11288,Others,NoSeWa,Paved,RH,12948200
458,KARAPAKKAM,1159,1,1,3,No,22161,Others,NoSeWa,No Access,RH,6149625
459,VELACHERY,1775,2,1,4,Yes,13235,Others,AllPub,Paved,RH,11031600
460,CHROMPET,1008,1,1,3,No,11424,Commercial,NoSeWa,Gravel,RM,12713050
461,VELACHERY,1563,2,1,4,Yes,8696,Commercial,AllPub,Paved,RM,15664740
462,KK NAGAR,1723,2,1,4,Yes,6348,House,AllPub,Gravel,RL,11265520
463,VELACHERY,1543,2,1,4,No,22990,Commercial,ELO,No Access,RM,12900790
464,CHROMPET,1231,2,1,4,No,16064,Others,ELO,Gravel,RL,10271420
465,T NAGAR,1995,2,1,5,No,15096,Others,NoSeWa,Paved,RL,14154840
466,KK NAGAR,2113,3,2,5,No,14574,Others,NoSeWa,Paved,RM,12160420
467,T NAGAR,1849,2,1,5,Yes,11786,Commercial,NoSeWa,Gravel,RM,22084180
468,CHROMPET,1095,1,1,3,Yes,8588,Others,NoSeWa,Paved,RH,9953350
469,KARAPAKKAM,1057,1,1,3,No,21010,Commercial,NoSeWa,Paved,RH,8788500
470,KARAPAKKAM,841,1,1,2,Yes,13882,House,NoSeWa,Gravel,I,6266250
471,ADYAR,693,1,1,2,Yes,16520,House,ELO,Gravel,C,6879510
472,ANNA NAGAR,1666,1,1,4,No,12674,House,AllPub,Gravel,RL,11991280
473,T NAGAR,1517,1,1,4,Yes,20073,Commercial,AllPub,Gravel,RM,19817860
474,ANNA NAGAR,1854,2,1,5,No,20994,Commercial,AllPub,Gravel,RH,19766360
475,ADYAR,789,1,1,2,No,18881,Commercial,AllPub,Paved,A,8098070
476,CHROMPET,760,1,1,2,Yes,6410,House,ELO,Paved,RL,8274000
477,CHROMPET,1137,1,1,3,No,9283,Others,AllPub,Paved,RH,8912540
478,ANNA NAGAR,1687,1,1,4,Yes,7613,Commercial,ELO,Gravel,RH,19609810
479,KARAPAKKAM,984,1,1,3,Yes,9329,House,NoSeWa,No Access,C,5340750
480,KARAPAKKAM,1662,2,2,4,No,9730,Commercial,AllPub,Gravel,RH,12825500
481,ADYAR,1065,1,1,3,No,11781,Others,NoSeWa,Paved,I,8717385
482,KK NAGAR,1621,2,1,4,No,15463,Others,NoSeWa,Paved,RM,9928200
483,CHROMPET,703,1,1,2,Yes,12289,Others,NoSeWa,No Access,RM,8231860
484,CHROMPET,1221,2,1,4,No,15287,Others,NoSeWa,Gravel,RL,9833270
485,KK NAGAR,1577,2,1,4,No,8001,Commercial,NoSeWa,Gravel,RH,13277420
486,CHROMPET,989,1,1,3,Yes,6048,Others,NoSeWa,Paved,RM,10613930
487,KK NAGAR,1368,2,1,4,Yes,14620,Others,AllPub,Gravel,RL,10801520
488,KK NAGAR,2365,4,2,6,Yes,16248,Commercial,NoSeWa,Paved,RL,18637600
489,ANNA NAGAR,1525,1,1,4,No,14461,Commercial,AllPub,Paved,RL,17566590
490,ADYAR,1180,1,1,3,Yes,10834,House,NoSeWa,Paved,I,9397585
491,KARAPAKKAM,1122,1,1,3,No,11027,Others,NoSeWa,Gravel,I,6889250
492,ANNA NAGAR,1775,1,1,4,Yes,16511,Commercial,AllPub,Paved,RH,19512010
493,ANNA NAGAR,1877,2,1,5,No,15647,Others,AllPub,No Access,RL,13064510
494,CHROMPET,760,1,1,2,No,11836,House,AllPub,Gravel,RM,8386750
495,KK NAGAR,2297,4,2,6,No,11204,Others,AllPub,Paved,RH,11569680
496,KARAPAKKAM,787,1,1,2,Yes,6931,Others,NoSeWa,Gravel,RL,7825375
497,KK NAGAR,2317,4,2,6,No,14422,House,NoSeWa,Paved,RH,10502160
498,KARAPAKKAM,749,1,1,2,Yes,17196,House,NoSeWa,Gravel,C,5286000
499,VELACHERY,1616,2,1,4,No,10005,House,NoSeWa,Paved,RM,9794230
500,ADYAR,1284,2,2,4,Yes,13022,House,NoSeWa,Paved,RH,9885575
501,CHROMPET,756,1,1,2,Yes,17386,Commercial,ELO,No Access,RM,10478100
502,CHROMPET,1238,2,1,4,No,17530,House,ELO,Paved,RM,9345900
503,CHROMPET,1236,2,1,4,Yes,14545,House,NoSeWa,Paved,RH,9314050
504,T NAGAR,1664,1,1,4,No,19571,Others,AllPub,Paved,RM,13251910
505,ANNA NAGAR,1537,1,1,4,No,10162,Commercial,NoSeWa,Paved,RM,18331880
506,VELACHERY,1731,2,1,4,No,22287,Commercial,NoSeWa,Paved,RH,13478680
507,CHROMPET,929,1,1,3,Yes,5957,House,NoSeWa,Paved,RH,8907400
508,CHROMPET,786,1,1,2,No,12588,House,ELO,Gravel,RM,8185800
509,KARAPAKKAM,1370,2,2,4,Yes,10088,Others,NoSeWa,Paved,RH,9125250
510,KARAPAKKAM,1685,2,2,4,No,18554,House,NoSeWa,Gravel,C,6922750
511,T NAGAR,1549,1,1,4,No,16020,House,NoSeWa,Paved,RM,12133650
512,ANNA NAGAR,1539,1,1,4,Yes,9619,Commercial,ELO,Paved,RH,18200410
513,ANNA NAGAR,1898,2,1,5,No,20794,Others,NoSeWa,No Access,RM,13485130
514,CHROMPET,918,1,1,3,Yes,7207,Commercial,NoSeWa,Paved,RH,11762550
515,CHROMPET,774,1,1,2,Yes,17893,Others,AllPub,Paved,RM,9104380
516,CHROMPET,1072,1,1,3,No,18634,Commercial,AllPub,Gravel,RH,11935950
517,CHROMPET,1239,2,1,4,Yes,13402,Others,ELO,Gravel,RH,10881130
518,KK NAGAR,1362,2,1,4,No,13843,Commercial,NoSeWa,Gravel,RH,12146740
519,T NAGAR,1785,1,1,4,Yes,14570,Others,NoSeWa,Gravel,RL,14128990
520,KK NAGAR,2181,3,2,5,Yes,15976,House,NoSeWa,Gravel,RL,11821400
521,KK NAGAR,2033,3,2,5,Yes,15884,Others,NoSeWa,Paved,RM,12528840
522,ADYAR,952,1,1,3,No,12807,Commercial,NoSeWa,Gravel,C,10552045
523,CHROMPET,1066,1,1,3,No,13726,Commercial,AllPub,No Access,RM,12406100
524,CHROMPET,1153,1,1,3,Yes,16263,Commercial,AllPub,Paved,RM,14377300
525,VELACHERY,1849,3,2,5,Yes,9437,House,ELO,No Access,RH,9487400
526,KARAPAKKAM,1095,1,1,3,Yes,16465,House,ELO,No Access,I,5472500
527,ADYAR,1100,1,1,3,Yes,16980,Others,AllPub,No Access,RM,10252895
528,ADYAR,1300,2,2,4,No,13839,House,AllPub,Gravel,RM,10989305
529,T NAGAR,1806,2,1,5,No,15712,House,AllPub,Paved,RH,11838240
530,ANNA NAGAR,1897,2,1,5,No,9981,House,NoSeWa,Paved,RL,12624040
531,CHROMPET,1121,1,1,3,No,14067,House,AllPub,Gravel,RH,8288050
532,ADYAR,985,1,1,3,No,17136,Commercial,NoSeWa,Paved,RL,11903865
533,VELACHERY,1782,2,1,4,Yes,13621,Others,AllPub,Gravel,C,10274050
534,ANNA NAGAR,1582,1,1,4,No,13561,Commercial,ELO,Paved,RH,17398770
535,CHROMPET,1225,2,1,4,Yes,7781,House,NoSeWa,No Access,RL,9680500
536,KK NAGAR,1727,2,1,4,Yes,12822,House,NoSeWa,Gravel,RM,11855060
537,VELACHERY,1712,2,1,4,Yes,13177,Commercial,ELO,Paved,RL,15849210
538,ADYAR,1089,1,1,3,Yes,13484,Others,NoSeWa,No Access,I,8585715
539,VELACHERY,1532,2,1,4,No,23447,Commercial,ELO,Paved,I,11452010
540,KK NAGAR,1301,1,1,3,Yes,9198,Others,AllPub,Gravel,RH,9675500
541,ADYAR,812,1,1,3,No,16238,Others,AllPub,No Access,I,6285850
542,CHROMPET,863,1,1,3,No,17915,House,AllPub,Gravel,RL,7813750
543,VELACHERY,1686,2,1,4,Yes,16222,House,NoSeWa,No Access,RM,10094840
544,KARAPAKKAM,1332,1,1,3,No,17403,Commercial,NoSeWa,Paved,RM,11235750
545,CHROMPET,969,1,1,3,Yes,17392,Commercial,AllPub,Gravel,RM,13556150
546,ADYAR,1300,2,2,4,No,17414,House,NoSeWa,Paved,RH,9023925
547,KARAPAKKAM,593,1,1,2,Yes,8910,Others,ELO,Gravel,A,4863375
548,CHROMPET,809,1,1,3,No,17362,House,NoSeWa,Paved,RH,6511200
549,KARAPAKKAM,1105,1,1,3,Yes,6564,Others,NoSeWa,No Access,RH,7511125
550,KARAPAKKAM,542,1,1,2,No,17541,Others,NoSeWa,Paved,A,3013500
551,KARAPAKKAM,1608,2,2,4,No,12272,House,ELO,Gravel,RM,9243750
552,KK NAGAR,2271,4,2,6,No,8685,Commercial,NoSeWa,Gravel,RH,17422860
553,KK NAGAR,1915,3,2,5,No,7951,House,AllPub,Gravel,RH,9917200
554,KK NAGAR,2152,3,2,5,No,15546,Commercial,NoSeWa,Paved,RM,16834800
555,ADYAR,1068,1,1,3,No,19779,Others,NoSeWa,Paved,C,7586885
556,VELACHERY,1810,3,2,5,No,24515,House,AllPub,Paved,RH,8907630
557,VELACHERY,1939,3,2,5,Yes,11707,Others,NoSeWa,No Access,A,9519320
558,ANNA NAGAR,1905,2,1,5,No,13766,Commercial,ELO,No Access,RM,20591900
559,CHROMPET,1057,1,1,3,Yes,13367,House,AllPub,No Access,RH,8111350
560,VELACHERY,1920,3,2,5,Yes,18960,Commercial,NoSeWa,Paved,RL,16484920
561,T NAGAR,1577,1,1,4,No,7170,House,NoSeWa,Gravel,RL,11992650
562,KARAPAKKAM,787,1,1,2,Yes,9750,Others,ELO,Paved,C,5256625
563,T NAGAR,1916,2,1,5,Yes,16083,House,ELO,Gravel,RM,14715230
564,KK NAGAR,1527,2,1,4,Yes,13163,Others,AllPub,Paved,RM,10829380
565,CHROMPET,1248,2,1,4,No,10153,House,AllPub,Gravel,RL,9747000
566,VELACHERY,1555,2,1,4,No,21500,House,NoSeWa,Gravel,RL,8762530
567,KK NAGAR,2323,4,2,6,No,13692,Commercial,AllPub,Paved,RH,17529340
568,CHROMPET,961,1,1,3,Yes,12396,House,AllPub,Paved,RL,9198300
569,CHROMPET,849,1,1,3,No,6971,Others,NoSeWa,Paved,RM,8823380
570,VELACHERY,1938,3,2,5,Yes,15654,Commercial,AllPub,Gravel,A,15317750
571,CHROMPET,1147,1,1,3,No,17935,Others,AllPub,Gravel,RM,10152390
572,ANNA NAGAR,1976,2,1,5,Yes,10159,Commercial,NoSeWa,Gravel,RL,22829130
573,KARAPAKKAM,973,1,1,3,No,6601,Others,ELO,Paved,RL,6878875
574,KK NAGAR,1472,2,1,4,Yes,7812,Others,AllPub,Gravel,RM,11506980
575,ANNA NAGAR,1689,1,1,4,No,15226,Others,AllPub,Paved,RM,13454780
576,KARAPAKKAM,1208,1,1,3,Yes,8978,Commercial,AllPub,Paved,RM,12048000
577,ADYAR,1268,2,2,4,No,9524,Others,AllPub,No Access,RM,10769525
578,T NAGAR,1640,1,1,4,No,8721,House,NoSeWa,No Access,RH,10342830
579,ADYAR,635,1,1,2,Yes,10659,House,NoSeWa,No Access,C,5597240
580,VELACHERY,1996,3,2,5,Yes,13967,House,NoSeWa,Gravel,RH,11307820
581,KK NAGAR,2404,4,2,6,No,12853,House,AllPub,Paved,RH,11040620
582,VELACHERY,1675,2,1,4,Yes,22926,Commercial,AllPub,No Access,I,13190720
583,CHROMPET,797,1,1,2,No,10847,Others,NoSeWa,No Access,RL,7160890
584,KARAPAKKAM,1256,1,1,3,No,11139,Others,ELO,Paved,C,5643000
585,T NAGAR,1938,2,1,5,Yes,5891,Commercial,ELO,Gravel,RH,22181670
586,CHROMPET,757,1,1,2,Yes,16249,Commercial,AllPub,Paved,RM,11415700
587,KARAPAKKAM,520,1,1,2,No,16574,House,ELO,Paved,RL,4849000
588,KARAPAKKAM,878,1,1,2,Yes,13043,Commercial,NoSeWa,Gravel,RM,10387250
589,ADYAR,927,1,1,3,Yes,11343,Commercial,ELO,Gravel,A,10889570
590,VELACHERY,1751,2,1,4,Yes,14675,House,AllPub,Paved,RL,10358610
591,CHROMPET,764,1,1,2,No,14643,Others,NoSeWa,Gravel,RM,8476180
592,VELACHERY,1674,2,1,4,No,13769,Commercial,AllPub,No Access,I,13098030
593,VELACHERY,1681,2,1,4,Yes,10620,House,ELO,Gravel,RL,10644830
594,ANNA NAGAR,1976,2,1,5,No,16264,Commercial,NoSeWa,Paved,RL,21473270
595,ANNA NAGAR,1505,1,1,4,No,12998,House,ELO,No Access,RH,9630420
596,KARAPAKKAM,888,1,1,2,No,11943,House,AllPub,Paved,RL,6428250
597,VELACHERY,1680,2,1,4,Yes,7580,House,ELO,No Access,A,7418190
598,KARAPAKKAM,631,1,1,2,Yes,12754,Others,NoSeWa,Gravel,RH,6543375
599,CHROMPET,1227,2,1,4,Yes,5471,House,NoSeWa,Paved,RM,10787350
600,KARAPAKKAM,1124,1,1,3,Yes,18868,Others,ELO,Paved,RL,7827250
601,ANNA NAGAR,1962,2,1,5,Yes,16444,Commercial,ELO,Paved,RM,22449450
602,CHROMPET,1261,2,1,4,No,9142,Others,NoSeWa,Paved,RL,9718570
603,CHROMPET,1164,1,1,3,No,19929,Commercial,NoSeWa,Paved,RM,13271000
604,KK NAGAR,1313,1,1,3,Yes,7070,House,AllPub,Gravel,RH,9414520
605,T NAGAR,1723,1,1,4,Yes,18731,Commercial,AllPub,No Access,RL,19909630
606,ADYAR,1144,1,1,3,Yes,18977,Commercial,NoSeWa,Gravel,RL,14926255
607,VELACHERY,1740,2,1,4,Yes,12894,Commercial,AllPub,Paved,RM,16803310
608,CHROMPET,1163,1,1,3,Yes,16264,Others,NoSeWa,Paved,RM,10471560
609,CHROMPET,708,1,1,2,No,9500,House,NoSeWa,Gravel,RM,7745900
610,VELACHERY,1855,3,2,5,No,24168,House,AllPub,Paved,C,7603630
611,KARAPAKKAM,563,1,1,2,No,21742,Commercial,AllPub,Paved,RM,7116000
612,ANNA NAGAR,1768,1,1,4,Yes,18538,Others,NoSeWa,Paved,RM,14739250
613,KARAPAKKAM,943,1,1,3,Yes,7623,House,NoSeWa,Paved,C,5796000
614,CHROMPET,931,1,1,3,No,18202,House,NoSeWa,No Access,RM,7520800
